날짜,리뷰
2023-02-14,"다른 캡나시들 보다 쫀쫀하고 보풀은 잘 안생길거
같은데 함 지켜봐야될거 같아요 그냥 저냥 편히 입을 수 있을거 같긴한데 가격이 조오금 비싼 느낌이엥ㅎㅁ"
2022-06-18,좋아요!! 캡도 안비치고 다른 후기처럼 겨드랑이 쪽이 약간 끼는 느낌이 있긴한데 그래도 이정도면 퀄리티 짱이에여!!! 여름에 활용도 좋을거 같아요!!
2023-06-27,"전에도 구매했고 이번에 다시 구매했는데 저한테는
너무 딱 맞아서 가슴 부분이 약간 답답하긴 해요! 근데 또 길이나 내장 캡이 있는 저런 디자인이 별로 없어서 잘 입고 잇어요"
2023-05-25,"75a컵입니다
사이즈 고민하다가 s로 갔는데 헐렁해요 ㅠ
뭐 이건 제 몸의 문제니깐요
퀄리티는 괜찮아여
이렇게 캡내장된건 처음 도전하는건데 편할 거 같아요"
2022-07-14,"보통 상의 55, s 사이즈 입고 75B인데 가슴 부분이랑 암홀이 살짝 타이트하네요. 가슴골이 드러나서 단독으로 입기는 부담스럽고 레이어드용으로 좋습니다."
2023-06-27,사이즈랑 가슴도 딱맞는데 가슴아래 조이는 밴드는 쪼끔 헐렁해요! s사면 사이즈가 너무 작을까봐 m샀는데 s도 사볼까싶네요
2023-06-12,생각보다 잘 잡아주는 느낌은 없어서 아쉬웠오요..! 너무 기대하고 사서 그런걸지도 모르겠지만 그래도 여름에 기본템으로 하나 산 것은 만족스럽습니다! 셔츠 안에 입는 등 휘뚜루마뚜루 잘 입을 것 같아여 :)
2023-05-26,끈이 짧아서 가슴보다 올라가서 조금 불편해요ㅜ 그래도 데일리하게 입을 수 있어서 좋고 패드가 완준 붙어있어서 빨래하고 나서도 많이 안망가져서 좋은거 같아요!!
2023-05-10,생각한대로고 재질도 괜찮고 안 비치고 좋아요 근데 좀 가슴둘레가 작아요 좀만 더 컸으면 좋았겠어요 좀 더 큰 사이즈가 있으면 그거 샀을 듯
2022-07-26,흰색이랑 검정 샀는데 배송은 빨랐는데! 음 머랄까 가슴을 딱! 잡아주는건 없어요! 그래도 편해요! 감사합니당!
2022-07-17,탄탄하니 재질이 정말 좋은데 그래서 그런지 ㅠㅠ 뭔가 가슴부분이 답답한 느낌이있어용.. 심리스브라하고 나시입는게 더 편한것같기도••
2022-09-08,"상세컷이나 리뷰에서 보면 xs이 하도 작아보여서 스몰로 시켰는데..생각보다 큽니다
허리통은 헐겁게 남아서 겉돌아요
그래도 끼어서 작은것보다 낫을것 같기는해요..
가슴 70c, 허리 둘레 61cm 정도 기준으로 스몰은 허리가 컸습니다
그리고 가슴 부분은 꽤 파임이 있어서 가슴 사이즈가 큰 편이면 오픈했을 흉부가 부담스러운 느낌이 들기는 합니다..🥲

제품 자체는 탄탄해보여요"
2023-06-19,저번에 회색사고 좋아서 하나 더 사요잉. 사이즈 가늠이 안가서 늘어나겠지하고 걍 s샀는데 괜찮음. 제가 가슴이 작아서 그럴지도!ㅎㅎ
2023-06-07,넘 편하고 좋아요!!! 캡 내장된 나시 다른제품들은 캡이 움직여서 불편할 때가 많았는데 이건 붙어있어서 너무 편해요….! 핏도 이뻐용 
2023-06-04,"화면그대로 편하고 좋아요
다만 몇번 빨았더니 밑에 부분이 점점 헐렁해지네요ㅠㅠㅠ 그거 말고는 편하구 좋습니다~~~"
2023-03-01,패드가 다른 후기들 처럼 약간 딱딱하긴한데 거슬릴 정도는 아니어서 괜찮아요. 길이도 밑위 긴 팬츠 입었을 때 딱 적당하고 소재는 흔히 아는 면소재입니다
2023-01-14,캡내장이라 편하고 좋아요 살짝 짧은 느낌이고 뭔가 작을 줄 알았는데 딱 괜찮게 맞아요 블랙 색상도 좋아요 흰색도 사려구요
2022-10-12,마른편인데 아무래도 키가있어서인지 흉통이 쪼여요 좀 답답하지만 가격대비 바느질이나 여러므로 마무리등 매우 좋은편린것은 인정
2022-08-30,그냥 기본템이에요 !! 펑퍼짐 하지 않아서 좋아요 근데 생각보다 두꺼워서 여름에 입기 좋은지는 잘 모르겠네용
2022-08-15,소재는 탄탄하고 부드럽고 너무 좋습니다 흰색이라 그런지 입었을때는 브라캡이 아예 안보이기는 어려운가봐요 아주 살짝 보이긴 하네요
2022-05-25,"일단 캡이 고정되어 있어서 세탁할 때 망가질 일 없을거 같아서 너무 좋아요
천도 튼튼한거 같구 좋습니다! 너무 쪼이지 않아서 오히려 덜 말려 올라갈거 같아요"
2022-02-08,"일단재질이나 안에 코디용으로 입기좋아요!!
근데생각보다 길이가 꽤 길어서 박시한오버핏 티입을땐 맞는데 일반 맨투맨이랑 입으면 안으로 좀 꼬집어서 입어야될것같아요ㅜ"
2022-10-25,처음 받았을땐 커서 힙을 충분히 덮겠구나했는데 세탁하고보니 길이가 확 줄어들어서 엉덩이 반정도 길이가 되네요 가로폭은 안줄고 세로폭만 줄었어요 색깔이나 원단질은 화면하고 똑같아요  라운드티랑 레이어드해서 입었더니 덥길래 남방하고 레이어드해서 오픈해서 입었더니 좋네요
2022-10-25,처음 받았을땐 커서 힙을 충분히 덮겠구나했는데 세탁하고보니 길이가 확 줄어들어서 엉덩이 반정도 길이가 되네요 가로폭은 안줄고 세로폭만 줄었어요 색깔이나 원단질은 화면하고 똑같아요  라운드티랑 레이어드해서 입었더니 덥길래 남방하고 레이어드해서 오픈해서 입었더니 좋네요
2022-10-13,"색상은 예뻐요ㅎㅎ 어떤옷이든 어울리겠어요
다른후기들처럼.. 클거란예상은 했는데 허업
커도 너무커요ㅠㅜ 키 155 보통체격인데 짧은 치마수준이에요.
엄청 크고 길어요 아빠 나시입은것같아요ㅋㅋ
임시수선해서 입어야될듯해요ㅠㅋㅋ"
2021-12-21,퀄리티더 좋고 엄청 따듯한대 생각보다 엄청 길고 옆에 트임(?)이 좀 짧은것 같아요! 그래서 레이어드하기가 좀 그렇네요… 보통 좀 짧은 맨투맨하고 매치하는대 레이어드 길이가 너무 길어서 매치가 어려워요!! 다음에 만드실 때는 트임을 길게 넣어주시고 길이는 조금 줄여도 괜찮을것같아요!
2022-11-08,생각보다 크고 생각보다 얇아용 키작은 저한테는 좀 기네요 ㅠㅠ 그리고 목둘레도 넓으니 구매 하실 분들은 꼭 참고하세용 레이어드는 잘 됩니다 ㅎㅎ
2022-10-13,"재질은 부드럽고 색상도 화면이랑 같지만 커도 너무커서ㅠ
화이트는 그냥 신랑입으라고 줬어요ㅠㅋㅋ
아쉬워요😭"
2022-04-26,"진짜 너무 길어서 맨투맨에다가 레이어드로 입기 보다는 레깅스 입을 때 엉덩이 가리기는 딱 좋네요
근데 목이 너무 흐물거려서 별로네요"
2022-11-08,"너무얇아요 추울 때 받아서 입지 못 하고 있어요
내년에 입으면 딱 이에요...
색깔도 참 예쁘고 진짜 편하게 입을 수 있는데 아쉽네요"
2022-10-13,너어어어무 커요 모델분이 입은 길이로 꼭 생각하고 사세요... 길이는 좀 조절해서 입어야될거같아요 허벅지 중간까진 와서 거의 원피스 수준... 레이어드하기엔 좋을거같은데 길이때문에ㅠ
2022-02-15,옷이 커서 좋았어요 근데 생각한 것보다 목이 넓어서 저는 이너로 입었을 때 목에 살짝 보이는 게 좋은데 안 보여서 조금은 아쉬웠어요.. 그래도 엄마가 옷 보시고는 재질 좋은 거 샀다고 칭찬해주셨어요!!!
2022-10-11,좋아요 근데 완전 나시예요 이거 입으면 몸좋은 헬스남이 된 것 같은 느낌이에요 길이는 엉덩이 덮어서 레이어드하기는 딱 좋아요
2022-09-03,"레이어드하기 좋은 그냥 딱 민소매입니다
잠옷으로 입어도 될듯
다 좋은데 새옷냄새가 좀 많이 나는거같아요"
2022-03-31,"너무 커서 잘 안입게 되네요...ㅠㅠ
개인취향 문제이긴 한데 
애매하게 엉덩이 덮는 길이감이 전 별로였어용.."
2022-03-09,탄탄한 소재긴 한데 흰색이다보니 비침이 있긴 하네요 엄청 두꺼운 건 아니라 저는 여름에도 잘 입을거 같아요
2022-02-17,"길이는 생각보다 길었지만 (허벅지 1/3? 1/2?는 덮음) 레이어드하기 딱 좋었어요
근데 건조기 한 번 돌렸더니 엉덩이도 다 안가려질 정도로 줄어서 활용이 불가해졌음"
2022-07-10,생각보다 엄청 크고 부드럽고 얇은 편이에요 착용감이 좋아요 다른 컬러도 구매하고 싶어요
2021-11-29,"질감이나 감촉 색감 다좋은편이에요
제키가 158이라그런가 입으면 원피스될정도로 길어요 ㅋㅋ"
2022-03-15,"퀄리티는 좋은데 생각보다 너무 길어요
박시한 옷에는 잘 어울릴 것 같은데 정핏 맨투맨은 바지에 넣어서 입어야할 것 같아요,,!"
2021-11-21,"생각보다 많이 크고요 키가 작아서인지 길이감도 많이 긴듯 합니다
레이어드 해서 입었는데 안에옷이 넘 길어서 안으로 조금 넣어 입었어요
불편한건 크게없고 새감은 화면과 같은 것 같아요"
2023-01-28,레이어드해서 입었을 때 길이를 보니 너무 길어가지고 바로 벗긴 했습니다 ㅜㅜ 남동생 집에서 입으라고 줬네요...160대 후반 여성분들부터 추천드립니다.
2022-11-06,"아직입기전이라 잘은모르지만 배송도엄청 빠르고
잘입을수있을꺼같아요^^
길이가 길다는게 너무좋아요제가찾던옷이예요^^"
2022-09-30,"길이가 너무 길어서 건조기 돌렸는데 일반티가 되어버렸답니다 
하하하.. 어떻게 늘릴지...^^ 입다보면 늘어나겠죠 흑"
2023-05-07,무난하고 생각보다 길어요 근데 두께도 꽤 있는 편 그래도 좋습니다 꽤 만ㄴ족!!!!ㅎㅎㅎㅎㅊㅊ그냥무난함무난무나니ㅣ
2022-11-19,세탁 한번 했더니 목이 이렇게 됐어요 레이어드 용이기도 하고 가격 감안하면 입을만한거같아요
2022-03-10,"레이어드하기딱좋아요 길이도적당하고
배송도빠르고좋네요~~"
2023-03-31,안에 입기 편하고 좋아요 길이도 길어서 충분히 골반에 덮어서 편합니다.저는 키가176입니다.그만큼 길이감 좋아요
2022-05-06,"진짜 너무너무 길어서 좀 잘랐어요ㅎ
155인 제 기준 뒤에가 허벅지 반 좀 위?
예쁘게 레이어드 되는 기장은 아닙니다ㅠ"
2021-12-20,옷은 이쁜데 티셔츠다 보니까 저처럼 상체가 있는 사람은 레이어드하기에는 전체적으로 좀 부해보이긴 하네요....
2022-04-18,"두께감 살짝있고 사이즈 매우 넉넉해서 길이도 길고
후드티나 맨투맨 안에 입기 이쁘네요"
2022-03-11,생각보다 엄~청 길어요 맨투맨 안에 입어도 긴.. 그치만 날씨 더 따듯해지면 긴팔이마 반팔보더 더 편할거 같아요
2022-03-09,저는 레이어드보다 그냥 편하게 입으려고 샀는데 정말 생각보다 크네요 어깨가 좀 웃기긴한데 잠옷으로 입으려고요
2022-04-13,약간 비치는것만 아니면 부드러운 질감이나 핏 디쟈인 어느것 하나 빠지질않네요 ~생각한것 보다 훨씬 신축성도 좋고 부드러워서 피부가 민감한 편이라 늘상 소재와 피부에 닿는 착용감을 제일 신경쓰는데 완전 만족입니다!!!~길이는 제가 가슴이 크다보니 약간 짧은둣하나 그것도 그것대로 예쁘네요 ㅎ 기본으로도 쟁여놔야 겠어요 ㅎ무엇보다 브라끈이 안보여서 따로 패션끈안해도 되서 편할듯하구요 마감도 깔끔했어요 ~
2022-08-06,"저는 기본을 시켰는데 왜? 크롭이 오죠? 반송 귀찮으니까 그냥 입을게요. 

커버 잘해주고, 생각보다 예쁘고, 또 편해서 좋습니다. 



색도 보이는 그대로임!!!!"
2021-06-09,"당연히 작을 거 알고 샀어요, 실제로도 작구요ㅋㅋㅋ 근데 신축성이 좋아서 부유방 부각되는 거 말고는 몸에 엄청 끼진 않아요! 어차피 포인트 이너로만 입을 거라서 한 철 뽕 뽑을 수 있을 듯 합니당 😎"
2023-06-05,"진짜진짜 얇기때문에 절대 단독이나 자켓을 열고는 못입구요…!(입으려면 이중으로 받쳐입어야함) 이너로 입기딱인것같아요 롱버전샀는데 넘 길지도 짧지도 않아서 좋았습니다! 딱 하의에 불편하지않게 들어갈 정도에요
레이스나시 첨 사보는데 나름 만족스러워요"
2023-04-06,"굉장히 후들후들한 면이에요! 면 질은
좋은데, 레이스부분이 조금 따가운 것 같기도 합니다 ㅠㅠ
그리고 제가 체구가 작다는걸 간과했어요…이건 다른 나시 작은 분들이 사시면 딱 좋을 것 같아요"
2022-08-29,"재질: 솔직히 재질은 지하상가에서 5천원할것같은 재질입니다🥲 크게바란건 아니였지만..보풀엄청일어날것같은 재질이에용
핏: 몸에 살짝 핏되는 느낌이예용
비침:브라 살짝비쳐용 레이어드용으로 입어야될것같네용"
2022-03-18,"검정이랑 화이트 하나씩 구매했어요! 배송은 이틀만에 왔구요 입기전엔 작아보였는데 스판끼가 좋아서 딱 맞더라구요!
그런데 비침이 쫌 있네요ㅠㅠ검정도 약간 속옷이 비치는데 화이트는 진짜 심해요ㅠ 화이트는 이너로만 입어야할거같아요"
2021-07-30,"와웅 일단 넘 예쁘고 질이 좀 별로일 줄 알았는데 꽤 괜찮아용 뷰들부들한 느낌.. 아쉬운 점은 흰색 검은색 샀는데 두개가 기장이 달라요ㅜ 흰색은 좀 짧네영..
제품마다 다르겠지만 제가 받은 건 그랬슴둥ㅜ
그래도 이너로 입으니까 ㄱㅊㄱㅊ!! 잘 입겠습니다~"
2021-06-07,브이넥처럼 조금 파인 옷들 안에 이너로 입으려고 샀어요 ‼️ 면은 부들부들허니 만지고 있으면 기분 좋은 재질이네요 . 어깨 레이스도 두꺼워서 좋아요 . 근데 뒷면은 레이스가 없어요 ㅠ 그게 조금 아쉽네요 뒤에도 있었더라면 더 예뻤을 거 같아용 🤍
2023-06-20,파임 정도도 딱 좋고 레이스도 예쁘고 크롭 기장도 맘에 드는데요 한 번 세탁하니까 늘어나서 레이스가 흐물흐물 안 예쁘게 되었어요ㅠㅠ (울세탁 했는데됴) 속상함니다
2023-06-17,쌩화이트고 찰랑찰랑 얇은 재질이라 단독으로 입기보다는 이너로 입기 좋을 것 같습니다! 두껍지 않아서 하의에 넣어 입어도 별로 안 울룩불룩해용
2023-04-05,"원단이랑.두께 만족합니다
이너로 입기 좋아요.
사진보다 기본 스타일 길이가 좀 짧아서
아숴워요. 좀더 긴기장감으로 나오면
좋을것같아요.어차피 크롭도 있으니까요."
2023-03-18,레이어드해서 입기에 포인트도 되고 너무 예뻐서 좋아요~ 가격에 비해 퀄리티는 평범하지만 디자인이 맘에 들어서 괜찮아요! 아 다만 보통 나시가 그렇듯 보풀은 잘 생겨요.
2022-07-02,"이너로 입으려고 크롭버전 샀는데 생각보다 너무 작아서 놀랐어요ㅋㅋㅋ 17인치 노트북만해요ㅎ,, 엄마가 보고 나시가 아니라 브라탑 산거 아니냐고 물었는데 입으니까 또 신축성이 좋아서 들어가네요 161기준 배꼽 살짝 닿는 길이니까 참고하시길,, 어깨끈은 넓어서 좋고 만원치고는 괜찮아요!"
2022-05-12,볼레로/가디건 등등 여름에 이너로 입을 나시를 찾다가 구매하게되었어요 어차피 부유방 보이는 옷에 매치하려고 산거는 아니라 딱히 상관은 없고요 잘 늘어나고 레이스도 깜찍하구 맘에들어요!
2022-06-09,어두워서 그런가 화이트보단 블랙이 더 마감이나 퀄리티가 더 나은 느낌이에요! 생각보다 가슴을 많이 가려줘서 단독으로 입어도 괜찮을거같아요
